Nama,Rating,Tanggal,Ulasan
Novem S.,8.5,05/09/2022,"Stayed at the services apartment wing, 3 bedroom unit. It was quite bare. We booked two units, and one room have cutleries and plates, one doesn't. Floor felt dirty. But It was still nice and spacious. Nice hotel with very friendly staff. Two main rooms came with amazing view. Variety of options for breakfast so it was a really good breakfast indeed. Location was near to Harbor bay ferry terminal, 8 mins, very convenient. Will try out the hotel wing next time."
betria f. s.,8.5,03/08/2022,"Hari pertama di aston hotel hari ke-2 di aston residence jauh enakan yang di hotel, kamar & kamar mandi lebih luas, & lorongnya ber ac, ga seperti yang di residence?, padahal rate yang residence lebih tinggi saya pkir lebih bagus??."
Bayu L.,8.5,01/18/2023,I booked the deluxe plus which is the room in the apartment section. The room is spacious and equipped with mini pantry but the WiFi connection is quite slow. Its enough for cell phone but not fast enough for laptop browsing.
Novem S.,8.5,05/09/2022,"Stayed at the services apartment wing, 3 bedroom unit. It was quite bare. We booked two units, and one room have cutleries and plates, one doesn't. Floor felt dirty. But It was still nice and spacious. Nice hotel with very friendly staff. Two main rooms came with amazing view. Variety of options for breakfast so it was a really good breakfast indeed. Location was near to Harbor bay ferry terminal, 8 mins, very convenient. Will try out the hotel wing next time."
betria f. s.,8.5,03/08/2022,"Hari pertama di aston hotel hari ke-2 di aston residence jauh enakan yang di hotel, kamar & kamar mandi lebih luas, & lorongnya ber ac, ga seperti yang di residence?, padahal rate yang residence lebih tinggi saya pkir lebih bagus??."
Surono N.,8.4,04/07/2019,"Pelayanan di check-in sangat lama, 30 menit"
Surono N.,8.4,04/07/2019,"Pelayanan di check-in sangat lama, 30 menit"
Henry P.,8.4,04/12/2018,"Hotel ini bersih, bagus, nyaman, WiFi kuat, hanya sayang pelayanan di receptionis lama baik check-in maupun check-out."
Henry P.,8.4,04/12/2018,"Hotel ini bersih, bagus, nyaman, WiFi kuat, hanya sayang pelayanan di receptionis lama baik check-in maupun check-out."
Sonya m. a.,8.4,12/19/2017,"Kamar bersih, makan enak dan banyak variasi, hanya saja pelayanan resepsionisnya yang mengecewakan."
Sonya m. a.,8.4,12/19/2017,"Kamar bersih, makan enak dan banyak variasi, hanya saja pelayanan resepsionisnya yang mengecewakan."
Arian D. F.,8.3,05/20/2018,Menu sarapan cukup banyak pilihan tapi kurang variasi setiap hari. Dan rasanya sangat parah.
Arian D. F.,8.3,05/20/2018,Menu sarapan cukup banyak pilihan tapi kurang variasi setiap hari. Dan rasanya sangat parah.
fienri b.,8.2,11/17/2017,4 stars hotel dengan senyuman 2 stars hotel. Reception-nya kurang reaktif terhadap tamu yang sudah berdiri didepan. Butuh training banyak hospitality semua staff termasuk maintenence.
fienri b.,8.2,11/17/2017,4 stars hotel dengan senyuman 2 stars hotel. Reception-nya kurang reaktif terhadap tamu yang sudah berdiri didepan. Butuh training banyak hospitality semua staff termasuk maintenence.
Nurh,8.1,Profil ini privat.,"bagus, bersih.. makanan sarapanbjuga enak"
Nurh,8.1,Profil ini privat.,"bagus, bersih.. makanan sarapanbjuga enak"
Asep S.,8,07/21/2021,Huniannya nyaman tidak jauh dari pusat perbelanjaan.
Asep S.,8,07/21/2021,"Kamarnya bagus dan bersih, makanannya enak serta menerapkan protokol kesehatan yang sangat ketat."
Asep S.,8,07/21/2021,Huniannya nyaman tidak jauh dari pusat perbelanjaan.
Asep S.,8,07/21/2021,"Kamarnya bagus dan bersih, makanannya enak serta menerapkan protokol kesehatan yang sangat ketat."
Linda N. S.,7.5,07/08/2022,"Semua bagus. Fasilitas oke. Hanya sedikit kurangnya: batas toleransi check out ga bisa molor sedikit, mis jam 12.30 padahal hotel lain masih bisa nego-nego dikit buat sholat zuhur sebelum check out."
Linda N. S.,7.5,07/08/2022,"Semua bagus. Fasilitas oke. Hanya sedikit kurangnya: batas toleransi check out ga bisa molor sedikit, mis jam 12.30 padahal hotel lain masih bisa nego-nego dikit buat sholat zuhur sebelum check out."
Goey A.,7.5,02/04/2020,"3 jam pertama sebelum lapor dan sebelum dilakukan perbaikan, air mandi baik yang di bathtub, wastafel di shower berwarna coklat, seperti teh jahe."
Goey A.,7.5,02/04/2020,"3 jam pertama sebelum lapor dan sebelum dilakukan perbaikan, air mandi baik yang di bathtub, wastafel di shower berwarna coklat, seperti teh jahe."
indra p.,7.3,10/26/2020,Room family yang seharusnya tiga tempat tidur single tetapi yang di beri 2 tempat tidur dengan 1 king size 1 single bed sedang tamu adalah laki-laki ber3 orang.
indra p.,7.3,10/26/2020,Room family yang seharusnya tiga tempat tidur single tetapi yang di beri 2 tempat tidur dengan 1 king size 1 single bed sedang tamu adalah laki-laki ber3 orang.
agung m. r.,7.3,10/15/2018,Pelayanan sangat memuaskan para pegawainya ramah.
agung m. r.,7.3,10/15/2018,Pelayanan sangat memuaskan para pegawainya ramah.
Lela n.,7.1,04/30/2018,
Lela n.,7.1,04/30/2018,
edy n.,7,11/19/2017,Biasa aja. Karyawan ramah. Fasilitas hiburan belum lengkap. Atau sata yang tidak tau.
edy n.,7,11/19/2017,Biasa aja. Karyawan ramah. Fasilitas hiburan belum lengkap. Atau sata yang tidak tau.
Agnes L. S.,6.8,09/27/2020,"Staf hotel sangat ramah dan membantu. Sayangnya channel tv hanya untuk tv lokal, bahkan daftar 60 channel tapi sebenarnya hanya beberapa channel"
Agnes L. S.,6.8,09/27/2020,"Staf hotel sangat ramah dan membantu. Sayangnya channel tv hanya untuk tv lokal, bahkan daftar 60 channel tapi sebenarnya hanya beberapa channel"
Mohd K. B. A. H.,6.8,12/01/2018,"Pemesanan untuk hotel tetapi menerima Apartemen. Mereka mengatakan karena hotel sudah penuh. Hotel mereka luar biasa tetapi untuk apartemen, itu tidak besar bagi saya karena tidak ada bak mandi, jauh lebih kecil dari hotel, tidak ada karpet, tidak ada mesin kopi, tidak ada makanan tambahan, dan jauh dari lobi utama."
Mohd K. B. A. H.,6.8,12/01/2018,"Pemesanan untuk hotel tetapi menerima Apartemen. Mereka mengatakan karena hotel sudah penuh. Hotel mereka luar biasa tetapi untuk apartemen, itu tidak besar bagi saya karena tidak ada bak mandi, jauh lebih kecil dari hotel, tidak ada karpet, tidak ada mesin kopi, tidak ada makanan tambahan, dan jauh dari lobi utama."
Titin U.,6.7,08/07/2022,"Staff hotel semua ramah, kamar bersih tapi kurang nyaman."
Titin U.,6.7,08/07/2022,"Staff hotel semua ramah, kamar bersih tapi kurang nyaman."
Irwan,6.6,01/07/2023,"Kamar bagus, fasilitas oke. Karyawan tidak hangat."
Irwan,6.6,01/07/2023,"Kamar bagus, fasilitas oke. Karyawan tidak hangat."
nadya p.,6.6,09/16/2018,"Untuk kenyamanan kamar dan keluasan kamar, aston batam memuaskan dengan kamar yang luas, bantal bantal besar dan kamar mandi dengan bathub. Tapi sayang sekali dengan pelayanan breakfastnya. Tidak siap dengan customer yang banyak, ruangan tidak memadai dan antrian yang kacau. Seharusnya lay out tempat duduk bisa dibuat lebih baik lagi."
nadya p.,6.6,09/16/2018,"Untuk kenyamanan kamar dan keluasan kamar, aston batam memuaskan dengan kamar yang luas, bantal bantal besar dan kamar mandi dengan bathub. Tapi sayang sekali dengan pelayanan breakfastnya. Tidak siap dengan customer yang banyak, ruangan tidak memadai dan antrian yang kacau. Seharusnya lay out tempat duduk bisa dibuat lebih baik lagi."
MARULI J. A. S.,6.6,11/23/2017,Fasilitas belum lengkap seperti yang dipromosikan.
MARULI J. A. S.,6.6,11/23/2017,Fasilitas belum lengkap seperti yang dipromosikan.
harisma h.,6.5,Profil ini privat.,"Menu sarapan sedikit, tidak seperti biasanya."
harisma h.,6.5,Profil ini privat.,"Menu sarapan sedikit, tidak seperti biasanya."
Mulat S. H.,6.5,03/01/2020,"Semua baik-baik saja. hanya pintu kamar mandi yang tidak bsa di lock. tidak masalah kalau cuma keluarga. Kalau itu rekan atu tim lain yang samar kan tidak lucu. Karena waktu itu, kita di double bed. Waktu makan pagi juga tidak ada greeting dari mbaknya selesai makan juga. lewat-lewat saja. Mungkin masih ngantuk karena kita makan jam setengah 7."
Mulat S. H.,6.5,03/01/2020,"Semua baik-baik saja. hanya pintu kamar mandi yang tidak bsa di lock. tidak masalah kalau cuma keluarga. Kalau itu rekan atu tim lain yang samar kan tidak lucu. Karena waktu itu, kita di double bed. Waktu makan pagi juga tidak ada greeting dari mbaknya selesai makan juga. lewat-lewat saja. Mungkin masih ngantuk karena kita makan jam setengah 7."
Ine R. M.,6.5,11/19/2018,"Pro: Hotel bersih, makanan standar hotel bintang 4 (tidak luar biasa), layanan resepsionis cukup cepat (mungkin karena check-in dan check-out bukan di jam sibuk) staf security dan concierge lumayan sigap. Kons: Saya memesan kamar tipe premier, ternyata terletak di apartemen (bukan hal luar biasa juga karena sudah tertulis sebelumnya) katanya 40m-mm, tapi sepertinya lebih sempit. Biasanya di hotel lain kamar seluas itu tersedia sofa dan coffee table. Kamar ternyata tidak kedap suara, bahkan orang berjalan di lorong depan kamar pun terdengar. Shower air panas menyala hanya sekitar 8 menit, selanjutnya hangat dan mendekati 15 menit bahkan sudah diputar ke posisi max air panas, suhunya tetap hangat bahkan menjelang dingin. Staf yang mengantarkan saya ke kamar bahkan tak mengetahui jenis kamar ini, dan bagaimana cara menyalakan electricity. Ditanyakan kenapa, jawabnya karena belum pernah mengantar tamu ke sisi sebelah sini (kamar yang saya tempati). Saran: Mungkin tipe ini bukan pilihan untuk yang menginginkan ketenangan dan menikmati shower air panas. Tapi apalagi yang bisa dinikmati di hotel selain fluffy bed, chilled and soundproof room, and nice hot shower."
Ine R. M.,6.5,11/19/2018,"Pro: Hotel bersih, makanan standar hotel bintang 4 (tidak luar biasa), layanan resepsionis cukup cepat (mungkin karena check-in dan check-out bukan di jam sibuk) staf security dan concierge lumayan sigap. Kons: Saya memesan kamar tipe premier, ternyata terletak di apartemen (bukan hal luar biasa juga karena sudah tertulis sebelumnya) katanya 40m-mm, tapi sepertinya lebih sempit. Biasanya di hotel lain kamar seluas itu tersedia sofa dan coffee table. Kamar ternyata tidak kedap suara, bahkan orang berjalan di lorong depan kamar pun terdengar. Shower air panas menyala hanya sekitar 8 menit, selanjutnya hangat dan mendekati 15 menit bahkan sudah diputar ke posisi max air panas, suhunya tetap hangat bahkan menjelang dingin. Staf yang mengantarkan saya ke kamar bahkan tak mengetahui jenis kamar ini, dan bagaimana cara menyalakan electricity. Ditanyakan kenapa, jawabnya karena belum pernah mengantar tamu ke sisi sebelah sini (kamar yang saya tempati). Saran: Mungkin tipe ini bukan pilihan untuk yang menginginkan ketenangan dan menikmati shower air panas. Tapi apalagi yang bisa dinikmati di hotel selain fluffy bed, chilled and soundproof room, and nice hot shower."
LIE A.,6.5,01/07/2018,"Lampu padam sempat tunggu di lobby beberapa menit, dan di haruskan naik tangga darurat"
LIE A.,6.5,01/07/2018,"Lampu padam sempat tunggu di lobby beberapa menit, dan di haruskan naik tangga darurat"
Panja P.,6.4,06/16/2020,"Menu breakfast sedikit, makanan kurang enak."
Panja P.,6.4,06/16/2020,"Menu breakfast sedikit, makanan kurang enak."
Sutiyo S.,6.4,10/27/2018,"Makan pagi kurang enak, air panas dan dingin di kamar mandi tidak bisa tercampur baik, keluar panas dan dingin bergantian sangat tidak nyaman waktu mandi."
Sutiyo S.,6.4,10/27/2018,"Makan pagi kurang enak, air panas dan dingin di kamar mandi tidak bisa tercampur baik, keluar panas dan dingin bergantian sangat tidak nyaman waktu mandi."
christiansen f.,6.4,10/23/2017,"Min: check in hampir 1jam untuk nunggu, dan ini jadi check in terlama selama saya booking di satu hotel padahal saya datang sudah jam 5 sore, kasur tidak empuk/nyaman/agak keras, masih debu/kotor di baberapa sudut ruangan, minta es batu harus call 2x plus: breakfast enak dan banyak pilihan, ada bathtube, wifi cepet. Overall ok, tapi seharusnya dengan nama besar aston bisa lebih baik lagi dari segi service dan room"
christiansen f.,6.4,10/23/2017,"Min: check in hampir 1jam untuk nunggu, dan ini jadi check in terlama selama saya booking di satu hotel padahal saya datang sudah jam 5 sore, kasur tidak empuk/nyaman/agak keras, masih debu/kotor di baberapa sudut ruangan, minta es batu harus call 2x plus: breakfast enak dan banyak pilihan, ada bathtube, wifi cepet. Overall ok, tapi seharusnya dengan nama besar aston bisa lebih baik lagi dari segi service dan room"
wilian t.,6.3,01/10/2018,"Koper lama baru diantar ke kamar. tidak ada yang bantu angkat koper ke mobil. Check out lama. Resepsionis mengatakan handuk kecil tidak ada, di depan tamu lain. Semenit kemudian, melalui handy talky diinfo bahwa handuk kecil tersebut sudah ditemukan. Sungguh memalukan. Manajemen sebaiknya meningkatkan skill dan kemampuan sumber daya nya agar lebih profesional. Sayang sekali, hotel baru dengan lokasi cukup strategis, tapi kemampuan sumber daya sangat jelek."
wilian t.,6.3,01/10/2018,"Koper lama baru diantar ke kamar. tidak ada yang bantu angkat koper ke mobil. Check out lama. Resepsionis mengatakan handuk kecil tidak ada, di depan tamu lain. Semenit kemudian, melalui handy talky diinfo bahwa handuk kecil tersebut sudah ditemukan. Sungguh memalukan. Manajemen sebaiknya meningkatkan skill dan kemampuan sumber daya nya agar lebih profesional. Sayang sekali, hotel baru dengan lokasi cukup strategis, tapi kemampuan sumber daya sangat jelek."
Ety E.,6.3,05/21/2018,Pada saat itu kami hampir tiba-tiba tidur seseorang membuka kamar saya dengan kunci mereka..suamiku berteriak hei mereka juga kaget ... bagaimana mungkin masalah ini saya panggil ke resepsionis mereka hanya bilang maaf masalah sistem .. kalau saat itu kami keluar maka tidak ada orang di dalam jika barang-barang kami hilang siapa yang akan bertanggung jawab ... maka untuk sementara waktu suamiku keluar .. kemudian kembali kunci kamar kami tidak dapat membuka ... mereka masih mengatakan hal yang sama masalah sistem maaf ... Saya sangat kecewa dengan mereka.
Ety E.,6.3,05/21/2018,Pada saat itu kami hampir tiba-tiba tidur seseorang membuka kamar saya dengan kunci mereka..suamiku berteriak hei mereka juga kaget ... bagaimana mungkin masalah ini saya panggil ke resepsionis mereka hanya bilang maaf masalah sistem .. kalau saat itu kami keluar maka tidak ada orang di dalam jika barang-barang kami hilang siapa yang akan bertanggung jawab ... maka untuk sementara waktu suamiku keluar .. kemudian kembali kunci kamar kami tidak dapat membuka ... mereka masih mengatakan hal yang sama masalah sistem maaf ... Saya sangat kecewa dengan mereka.
Risty M.,6.2,01/10/2022,"Untuk sekelas Aston, kayaknya kurang ya. Di kamar tidak ada hand towel, bahkan keset kamar mandi pun tidak ada. Cuma dikasih handuk mandi 2 buah. Sisir tidak diberikan. Kalau malam berisik banget suara motor ngebut-ngebutan. Beneran bikin tidak bisa tidur! Lalu, setiap tamu bisa milih mau breakfast di sesi jam berapa (ada jam 7/8/9 pagi). Harusnya kan pihak Aston bisa hitung capacity dining area nya. Kami pilih jam 8 pagi, Ketika kami dateng jam 8.10, sudah penuh sesak. Full. Tidak ada kursi, makanan pada habis. Antrian mengular sampai luar. Pandahal batam PPKM level 2 lho! Ini masih masa pandemi. Kenapa tidak dihitung dulu max capacity setiap sesi sarapannya? Kalo perlu pihak hotel langsung alokasikan slot sarapan masing-masing tamu! Jangan sampai semua numplek di jam yang sama dong."
Risty M.,6.2,01/10/2022,"Untuk sekelas Aston, kayaknya kurang ya. Di kamar tidak ada hand towel, bahkan keset kamar mandi pun tidak ada. Cuma dikasih handuk mandi 2 buah. Sisir tidak diberikan. Kalau malam berisik banget suara motor ngebut-ngebutan. Beneran bikin tidak bisa tidur! Lalu, setiap tamu bisa milih mau breakfast di sesi jam berapa (ada jam 7/8/9 pagi). Harusnya kan pihak Aston bisa hitung capacity dining area nya. Kami pilih jam 8 pagi, Ketika kami dateng jam 8.10, sudah penuh sesak. Full. Tidak ada kursi, makanan pada habis. Antrian mengular sampai luar. Pandahal batam PPKM level 2 lho! Ini masih masa pandemi. Kenapa tidak dihitung dulu max capacity setiap sesi sarapannya? Kalo perlu pihak hotel langsung alokasikan slot sarapan masing-masing tamu! Jangan sampai semua numplek di jam yang sama dong."
Roy P. S.,6.2,07/07/2021,Cekin lama..diberika kamar ternyata salah dan diberi kamar baru kamar tidak sesuai aplikasi kolam renang tidak dapat digunakan.
Roy P. S.,6.2,07/07/2021,Cekin lama..diberika kamar ternyata salah dan diberi kamar baru kamar tidak sesuai aplikasi kolam renang tidak dapat digunakan.
Inggrid M.,6.2,09/16/2018,"Sorry to say. Saya pesannya hotel family room 3 bed sudah bayar 4 hari sebelum check-in, tiba-tiba habis, lalu diberi kamar apartemen lantai 22, saya bertiga wanita semua sekali kenapa kamar saya diberi ke orang lain lalu manajer dengan enteng cari solusi ganti di kamar apartemen lantai 20 yang katanya ada tetangganya, tapi tetep aja horor bu apartemennya aja banyak yang kosong ? Siapa ni yang pantas disalahkan? Pesannya kamar hotel dikasih aparteman yang tidak sesuai gambar."
Inggrid M.,6.2,09/16/2018,"Sorry to say. Saya pesannya hotel family room 3 bed sudah bayar 4 hari sebelum check-in, tiba-tiba habis, lalu diberi kamar apartemen lantai 22, saya bertiga wanita semua sekali kenapa kamar saya diberi ke orang lain lalu manajer dengan enteng cari solusi ganti di kamar apartemen lantai 20 yang katanya ada tetangganya, tapi tetep aja horor bu apartemennya aja banyak yang kosong ? Siapa ni yang pantas disalahkan? Pesannya kamar hotel dikasih aparteman yang tidak sesuai gambar."
Febe E. K.,6.2,06/25/2018,AC tidak dalam kondisi bagus. Sarapan tidak cukup baik meskipun ada banyak variasi.
Febe E. K.,6.2,06/25/2018,AC tidak dalam kondisi bagus. Sarapan tidak cukup baik meskipun ada banyak variasi.
Sri A.,6.1,08/09/2021,"Kulkas room tidak berfungsi, tidak ada tempat merokok terdekat dari room, room tidak ada bathtooth."
Sri A.,6.1,08/09/2021,"Kulkas room tidak berfungsi, tidak ada tempat merokok terdekat dari room, room tidak ada bathtooth."
Juhli E. S.,6.1,06/26/2021,Shower rusak. Diminta diperbaiki tp hingga check out tidak terealisasi. Banyak peralatan sudah mulai rusak.
Juhli E. S.,6.1,06/26/2021,Shower rusak. Diminta diperbaiki tp hingga check out tidak terealisasi. Banyak peralatan sudah mulai rusak.
Sandi P.,6.1,09/20/2020,"Sampai dua kali ganti kunci, bolak balik ke lantai atas, kunci kamar tetap tidak berfungsi. Akhirnya dibantu diberi akses masuk ke kamar dulu, sambil menunggu petugas yang akan membetulkan. Setelah menunggu lama, akhirnya petugas datang, tapi tidak mampu membetulkan. Disuruh menunggu petugas yang lain. Saya kasih solusi, untuk pindah kamar. Karena selama menunggu, saya hanya duduk, mau istirahat juga pasti akan terganggu. Tetap harus menunggu petugas yang lain. Baiklah. Saya tidak akan menyebut berapa lama waktu yang saya butuhkan untuk menunggu diam duduk di sofa saja hingga masalah perkuncian kamar ini selesai. Biar saya dan pihak hotel saja yang tahu. Thanks ya?"
Sandi P.,6.1,09/20/2020,"Sampai dua kali ganti kunci, bolak balik ke lantai atas, kunci kamar tetap tidak berfungsi. Akhirnya dibantu diberi akses masuk ke kamar dulu, sambil menunggu petugas yang akan membetulkan. Setelah menunggu lama, akhirnya petugas datang, tapi tidak mampu membetulkan. Disuruh menunggu petugas yang lain. Saya kasih solusi, untuk pindah kamar. Karena selama menunggu, saya hanya duduk, mau istirahat juga pasti akan terganggu. Tetap harus menunggu petugas yang lain. Baiklah. Saya tidak akan menyebut berapa lama waktu yang saya butuhkan untuk menunggu diam duduk di sofa saja hingga masalah perkuncian kamar ini selesai. Biar saya dan pihak hotel saja yang tahu. Thanks ya?"
herliza,6.1,08/09/2020,Sarapannya biasa banget untuk hotel bintang 4.
Darwin S.,6.1,08/02/2020,1.Handuk lebih jelek dari kesekan atau lap sepatu 2.Room service hanya ketuk pintu sekali langsung masuk kamar ada apa? Gimana jaga privacy tamu?
herliza,6.1,08/09/2020,Sarapannya biasa banget untuk hotel bintang 4.
Darwin S.,6.1,08/02/2020,1.Handuk lebih jelek dari kesekan atau lap sepatu 2.Room service hanya ketuk pintu sekali langsung masuk kamar ada apa? Gimana jaga privacy tamu?
Dwi N. V.,6.1,03/14/2020,"Saya sudah memesan via yang situs dengan untuk family room. Tetapi ternyata disampaikan oleh resepsionis masana kamarnya connecting. Saya tidak mau karena saya minta 1 kamar, akhirnya disuruh menunggu untuk disiapkan. Saya sudah datang dari jam 13.30. Karena tahu check-in memang jam 2, saya tunggu sampai jam 14.00. Hingga 14. 28 tidak juga masuk kamar. Saya hampiri resepsionis dengan orang yang berbeda, langsung dikasih kunci dan disuruh masuk. Saya kecewa dengan resepsionis pertama yang saya temui. Semoga pelayanan aston bisa lebih baik lagi. Karena bukan sekali ini saya menginap di aston. biasanya resepsionisnya helpful, tapi sayangnya hari ini tidak. terima kasih."
Dwi N. V.,6.1,03/14/2020,"Saya sudah memesan via yang situs dengan untuk family room. Tetapi ternyata disampaikan oleh resepsionis masana kamarnya connecting. Saya tidak mau karena saya minta 1 kamar, akhirnya disuruh menunggu untuk disiapkan. Saya sudah datang dari jam 13.30. Karena tahu check-in memang jam 2, saya tunggu sampai jam 14.00. Hingga 14. 28 tidak juga masuk kamar. Saya hampiri resepsionis dengan orang yang berbeda, langsung dikasih kunci dan disuruh masuk. Saya kecewa dengan resepsionis pertama yang saya temui. Semoga pelayanan aston bisa lebih baik lagi. Karena bukan sekali ini saya menginap di aston. biasanya resepsionisnya helpful, tapi sayangnya hari ini tidak. terima kasih."
Nanda N.,6.1,12/13/2018,"Pelayanannya kurang, saat kami tiba di lobby tidak ada yang membantu untuk mengangkut barang, padahal posisi kita banyak bawaan. Ada kesalahan ketika sarapan, padahal kami sudah terhitung extra bed dalam satu kamar. Tapi tetap dikenakan biaya pada saat sarapan. cukup mengecewakan."
Nanda N.,6.1,12/13/2018,"Pelayanannya kurang, saat kami tiba di lobby tidak ada yang membantu untuk mengangkut barang, padahal posisi kita banyak bawaan. Ada kesalahan ketika sarapan, padahal kami sudah terhitung extra bed dalam satu kamar. Tapi tetap dikenakan biaya pada saat sarapan. cukup mengecewakan."
Daniel E. K. L. T.,6.1,05/05/2022,"Kolam renang kecil. Makanannya begitu. Dan ingatkan untuk waktu check out tidak umum saya temukan dengan hotel lain. Jadi secara keseluruhan, saya tidak puas. Saya menemukan rambut di kamar tidur. Handuknya kurang bagus"
Adventcia,6.1,Profil ini privat.,Hanya beberapa orang Memakai baju renang di kolam renang dan yang terburuk adalah ada anak yang berenang NAKED Tidak ada staf hotel / penjaga pantai yang memeriksa kolam renang pada sore hari. Saya berharap kedepannya Aston dapat memberikan himbauan kepada semua tamu untuk memakai baju renang untuk berenang.
Daniel E. K. L. T.,6.1,05/05/2022,"Kolam renang kecil. Makanannya begitu. Dan ingatkan untuk waktu check out tidak umum saya temukan dengan hotel lain. Jadi secara keseluruhan, saya tidak puas. Saya menemukan rambut di kamar tidur. Handuknya kurang bagus"
Adventcia,6.1,Profil ini privat.,Hanya beberapa orang Memakai baju renang di kolam renang dan yang terburuk adalah ada anak yang berenang NAKED Tidak ada staf hotel / penjaga pantai yang memeriksa kolam renang pada sore hari. Saya berharap kedepannya Aston dapat memberikan himbauan kepada semua tamu untuk memakai baju renang untuk berenang.
Selvi R.,6,02/26/2023,Fasilitas di kamar tidak sesuai dengan yang dipesan.
Selvi R.,6,02/26/2023,Fasilitas di kamar tidak sesuai dengan yang dipesan.
Erpina S. N.,6,06/27/2022,"Kami menginap di apartemen 3 kamar. Nampaknya apartemen kurang dirawat. Pintu sudah pada mengelupas. Dinding ruangan tidak dirawat, air panas juga tidak berfungsi dengan baik. Karpet tidak pernah dibersihkan jaadi bau apek dan debu. Tidak recommended menginap di apartemennya perlu perbaikan. Maaf ??."
Erpina S. N.,6,06/27/2022,"Kami menginap di apartemen 3 kamar. Nampaknya apartemen kurang dirawat. Pintu sudah pada mengelupas. Dinding ruangan tidak dirawat, air panas juga tidak berfungsi dengan baik. Karpet tidak pernah dibersihkan jaadi bau apek dan debu. Tidak recommended menginap di apartemennya perlu perbaikan. Maaf ??."
arsmo t. w.,6,05/15/2022,Handuk tidak available ketika check in. Harus call ke resepsionis 3x. Kamar mandi licin untuk area shower. Bathtub drain tidak lancar. Kulkas tidak dingin.
john p. s.,6,05/09/2022,Hotel dan fasilitas bagus. Tapi kamar setelah check out kemungkinan tidak dibersihkan keseluruhan sehingga kita yang check in menemukan alat kontrasepsi. Sungguh menjijikkan. Jadi tolong pihak hotel memperhatikan kebersihan dan memastikan kalau kamar yang sudah check out jangan hanya dirapikan saja tapi diganti sprei dengan linen yang baru. Terimakasih untuk perbaikan.
arsmo t. w.,6,05/15/2022,Handuk tidak available ketika check in. Harus call ke resepsionis 3x. Kamar mandi licin untuk area shower. Bathtub drain tidak lancar. Kulkas tidak dingin.
john p. s.,6,05/09/2022,Hotel dan fasilitas bagus. Tapi kamar setelah check out kemungkinan tidak dibersihkan keseluruhan sehingga kita yang check in menemukan alat kontrasepsi. Sungguh menjijikkan. Jadi tolong pihak hotel memperhatikan kebersihan dan memastikan kalau kamar yang sudah check out jangan hanya dirapikan saja tapi diganti sprei dengan linen yang baru. Terimakasih untuk perbaikan.
Tok S. W.,6,05/06/2022,"Biasa saja, tdl terlalu bersih."
Tok S. W.,6,05/06/2022,"Biasa saja, tdl terlalu bersih."
Jeanny A.,6,12/19/2021,Semuanya baik. Tapi request saya ucapan wedding anniversary tidak ada. Ga jadi kejutan deh buat suami. ?.
Jeanny A.,6,12/19/2021,Semuanya baik. Tapi request saya ucapan wedding anniversary tidak ada. Ga jadi kejutan deh buat suami. ?.
Sina K.,6,02/19/2021,"Kolam renang on maintenance, kolam di lantai 10 kotor sekali."
Sina K.,6,02/19/2021,"Kolam renang on maintenance, kolam di lantai 10 kotor sekali."
Ahmad M.,6,12/26/2020,"Check-innya lama, pelayanan makan steamboot di basil restorannya tidak menyenangkan! Hotel bagus, kamar deluxe kingnya bagus, kamar mandi bersih, sarapan puas lah."
Muchri,6,12/23/2020,"Waktu check-in prosesnya lambat, padahal sudah lewat dari jam check-in yang ditentukan alasannya kamar masih disiapkan. sempat mengomel-mengomel ke resepsionis, Masak sudah tahu ada tamu yang mau menginap, tamu sudah datang kamar belum siap. sebel kan. selebihnya oke, terima kasih."
Ahmad M.,6,12/26/2020,"Check-innya lama, pelayanan makan steamboot di basil restorannya tidak menyenangkan! Hotel bagus, kamar deluxe kingnya bagus, kamar mandi bersih, sarapan puas lah."
Muchri,6,12/23/2020,"Waktu check-in prosesnya lambat, padahal sudah lewat dari jam check-in yang ditentukan alasannya kamar masih disiapkan. sempat mengomel-mengomel ke resepsionis, Masak sudah tahu ada tamu yang mau menginap, tamu sudah datang kamar belum siap. sebel kan. selebihnya oke, terima kasih."
Mashudi K.,6,09/06/2020,"kolam renang tdk bisa digunakan dg alasan kondisi hujan, anak” pd pengen mandi di kolam sudah mengenakan pakaian renang sampai di kolam tdk diperbolehkan dg alasan krn hujan. mungkin ini SOP nya Hotel, namun sebaiknya ada alternatif lainnya sehingga fasilitas tetap dpt digunakan."
Tresna Y.,6,08/27/2020,"Menu sarapan kurang variasi, siaran TV khususnya channel kartun tidak ada jadi kurang ramah buat anak-anak."
Dian a.,6,08/21/2020,"Banyak aturan dan breakfast pun terbatas pilihan makanannya kurang banyak. Kamar dikasih view yang biasa saja, dikasih kamar dengan lantai atas sekali?"
Mashudi K.,6,09/06/2020,"kolam renang tdk bisa digunakan dg alasan kondisi hujan, anak” pd pengen mandi di kolam sudah mengenakan pakaian renang sampai di kolam tdk diperbolehkan dg alasan krn hujan. mungkin ini SOP nya Hotel, namun sebaiknya ada alternatif lainnya sehingga fasilitas tetap dpt digunakan."
Tresna Y.,6,08/27/2020,"Menu sarapan kurang variasi, siaran TV khususnya channel kartun tidak ada jadi kurang ramah buat anak-anak."
Dian a.,6,08/21/2020,"Banyak aturan dan breakfast pun terbatas pilihan makanannya kurang banyak. Kamar dikasih view yang biasa saja, dikasih kamar dengan lantai atas sekali?"
